date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2022-04-27,adani,ADANIENT.NS,2399.59,2415.56,2319.82,2328.9,70.47,124.3908,117.0767,7.3141,2159.34,1981.91,1651.36,73.16,3.1413,1.1586,5,169.56,Neutral,Bearish,Bearish,0.084,0.0945,0.0997,0,None,0,0
2022-04-28,adani,ADANIENT.NS,2354.59,2384.58,2331.1,2373.25,72.67,126.1952,118.9004,7.2948,2179.71,1997.26,1658.54,71.91,3.03,0.7609,5,193.54,Neutral,Neutral,Neutral,0.0252,0.0284,0.0299,0,None,0,0
2022-05-01,adani,ADANIENT.NS,2383.68,2388.82,2296.37,2326.81,67.04,122.4656,119.6134,2.8522,2193.72,2010.18,1665.19,73.38,3.1535,0.8943,5,133.09,Neutral,Neutral,Neutral,0.0076,0.0085,0.009,0,None,0,-1
2022-05-03,adani,ADANIENT.NS,2319.82,2357.04,2305.85,2334.29,67.48,118.7449,119.4397,-0.6948,2207.11,2022.89,1671.85,71.79,3.0755,0.4901,3,127.18,Neutral,Neutral,Neutral,0.0023,0.0026,0.0027,0,None,0,0
2022-05-04,adani,ADANIENT.NS,2353.45,2357.64,2228.08,2248.78,58,107.6554,117.0829,-9.4274,2211.08,2031.75,1677.59,75.92,3.3759,0.8397,3,37.7,Bearish,Bearish,Bearish,0.0007,0.0008,0.0008,0,None,0,0
2022-05-05,adani,ADANIENT.NS,2264.94,2298.67,2231.02,2250.38,58.12,97.8676,113.2398,-15.3722,2214.82,2040.32,1683.29,75.33,3.3473,0.7821,3,35.56,Bearish,Bearish,Bearish,0.0002,0.0002,0.0002,0,None,0,0
2022-05-08,adani,ADANIENT.NS,2205.08,2256.96,2195.1,2242.69,57.28,88.4708,108.286,-19.8152,2217.47,2048.26,1688.86,74.36,3.3159,0.6106,3,25.22,Bearish,Bearish,Bearish,0.0001,0.0001,0.0001,0,None,0,-1
2022-05-09,adani,ADANIENT.NS,2224.53,2239.2,2175.14,2192.75,52.04,76.1168,101.8522,-25.7354,2215.12,2053.93,1693.87,73.88,3.3692,0.7792,0,-22.36,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-10,adani,ADANIENT.NS,2185.12,2215.06,2092.83,2104.8,44.35,58.554,93.1925,-34.6385,2204.61,2055.92,1697.96,77.33,3.6741,0.836,-1,-99.81,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-11,adani,ADANIENT.NS,2104.9,2152.94,2072.37,2114.58,45.32,44.9068,83.5354,-38.6286,2196.04,2058.22,1702.11,77.56,3.668,0.8061,0,-81.46,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-12,adani,ADANIENT.NS,2098.32,2108.89,2006.57,2040.64,39.7,27.8048,72.3893,-44.5845,2181.24,2057.53,1705.47,79.74,3.9075,0.8975,-1,-140.59,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-15,adani,ADANIENT.NS,2079.86,2130.24,2030.77,2049.57,40.65,14.8013,60.8717,-46.0704,2168.7,2057.22,1708.9,81.15,3.9592,0.9229,-1,-119.12,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-16,adani,ADANIENT.NS,2078.01,2137.18,2053.07,2101.21,45.99,8.5637,50.4101,-41.8464,2162.27,2058.95,1712.8,81.61,3.8839,1.0164,0,-61.06,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-17,adani,ADANIENT.NS,2128.3,2187.37,2114.68,2179.98,52.95,9.8631,42.3007,-32.4376,2163.96,2063.69,1717.45,81.93,3.7585,0.6316,2,16.03,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-18,adani,ADANIENT.NS,2194.8,2211.96,2167.16,2176.24,52.6,10.4703,35.9346,-25.4643,2165.13,2068.11,1722.01,79.28,3.643,0.7799,2,11.11,Bearish,Bearish,Bearish,0,0,0,0,None,0,1
2022-05-19,adani,ADANIENT.NS,2140.22,2149.95,2092.93,2110.04,46.77,5.5455,29.8568,-24.3112,2159.88,2069.75,1725.88,79.57,3.771,0.5958,0,-49.84,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-22,adani,ADANIENT.NS,2154.19,2227.43,2146.21,2214.61,55.22,9.9654,25.8785,-15.9131,2165.09,2075.43,1730.74,82.27,3.7149,0.8938,3,49.51,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2022-05-23,adani,ADANIENT.NS,2226.78,2240,2150.85,2165.82,51.14,9.4226,22.5873,-13.1647,2165.16,2078.98,1735.07,82.76,3.8213,0.9097,2,0.65,Bearish,Bearish,Bearish,0,0,0,0,None,0,-1
