date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2023-07-04,tata,TMPV.NS,583.89,585.85,579.07,580.99,67.53,15.8229,15.8577,-0.0348,559.4,527.46,462.68,11.49,1.9781,0.5783,3,21.59,Bullish,Bullish,Bullish,0,0,0,0,None,0,1
2023-07-05,tata,TMPV.NS,581.53,582.51,574.6,577.85,65.1,15.4054,15.7673,-0.3619,561.16,529.43,463.83,11.24,1.9445,0.7495,3,16.69,Bullish,Bullish,Bullish,0,0,0,0,None,0,1
2023-07-06,tata,TMPV.NS,580.35,594.25,578.14,590.17,69.7,15.8861,15.791,0.0951,563.92,531.81,465.08,11.61,1.9665,1.2701,5,26.25,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-09,tata,TMPV.NS,589.39,613.75,581.73,607.27,74.68,17.4452,16.1219,1.3234,568.05,534.77,466.5,13.06,2.1513,1.8675,5,39.22,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-10,tata,TMPV.NS,612.96,623.57,606.63,607.71,74.8,18.5032,16.5981,1.9051,571.82,537.63,467.9,13.34,2.1953,1.9831,5,35.88,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-11,tata,TMPV.NS,613.9,619.3,611.15,617.38,77.24,19.8931,17.2571,2.636,576.16,540.76,469.39,13.22,2.1407,0.9858,5,41.22,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-12,tata,TMPV.NS,618.81,619.64,608.4,610.46,71.87,20.2029,17.8463,2.3566,579.43,543.49,470.79,13.08,2.1419,0.8897,5,31.03,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-13,tata,TMPV.NS,613.95,615.42,604.61,609.67,71.26,20.1527,18.3076,1.8451,582.31,546.09,472.18,12.91,2.1181,0.8094,5,27.36,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-16,tata,TMPV.NS,611.98,614.93,608.54,613.85,72.58,20.2167,18.6894,1.5273,585.31,548.75,473.59,12.45,2.0277,0.5993,5,28.53,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-17,tata,TMPV.NS,615.81,615.91,606.23,607.56,67.54,19.535,18.8585,0.6765,587.43,551.05,474.92,12.25,2.0161,0.6513,5,20.13,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-18,tata,TMPV.NS,609.43,609.87,596.26,601.27,62.84,18.2768,18.7422,-0.4654,588.75,553.02,476.18,12.35,2.0533,0.8747,3,12.52,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-19,tata,TMPV.NS,603.14,614.24,599.36,609.62,66.21,17.7487,18.5435,-0.7947,590.74,555.24,477.5,12.53,2.0549,0.968,3,18.89,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-20,tata,TMPV.NS,611.64,612.57,605.3,610.66,66.61,17.2151,18.2778,-1.0627,592.64,557.41,478.83,12.15,1.9899,0.6854,3,18.02,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-23,tata,TMPV.NS,610.02,619.84,606.78,614.68,68.2,16.922,18.0067,-1.0846,594.74,559.66,480.18,12.22,1.9875,1.1215,3,19.95,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-24,tata,TMPV.NS,616.84,623.23,615.17,618.12,69.53,16.7739,17.7601,-0.9862,596.96,561.95,481.55,11.95,1.934,1.0504,3,21.16,Bullish,Bullish,Bullish,0.2,0.6,0.8,10,Product,0,0
2023-07-25,tata,TMPV.NS,624.75,631.14,622.15,628.14,73.08,17.2659,17.6613,-0.3953,599.93,564.55,483.01,12.03,1.9152,1.1647,3,28.21,Bullish,Bullish,Bullish,0.1,0.3,0.4,0,None,0,0
2023-07-26,tata,TMPV.NS,628.68,653.63,627.7,629.76,73.62,17.584,17.6458,-0.0618,602.77,567.11,484.47,13.02,2.068,2.4136,3,26.99,Bullish,Bullish,Bullish,0.03,0.09,0.12,0,None,0,0
